ID_Pregunta,Pregunta,Opcion_A,Opcion_B,Opcion_C,Opcion_Correcta,Comentario_A,Comentario_B,Comentario_C,Comentario_Correcta,Estado,ID_Video,ID_Area,ID_Tema
PREG045, Caso: Un alumno decide probar varios materiales virtuales en el análisis de un eje para elegir el más resistente al esfuerzo torsional. ¿Qué ventaja ofrece esta simulación en CAE?,  Reducción del tiempo de dibujo,Garante el éxito del diseño en condiciones reales,no aplica, Permite predecir el comportamiento del componente sin fabricarlo,Incorrecto.   Reducción del tiempo de dibujo no es la mejor opción para resolver el caso descrito. Revisa las características de   reducción del tiempo de dibujo y su aplicación práctica.,Incorrecto. Garante el éxito del diseño en condiciones reales no es la mejor opción para resolver el caso descrito. Revisa las características de garante el éxito del diseño en condiciones reales y su aplicación práctica.,Esta opción no aplica en el contexto del caso descrito.,"Correcto.  Permite predecir el comportamiento del componente sin fabricarlo es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM05
PREG046, Caso: Un equipo utiliza CAM para generar el código de trayectorias de corte para una fresadora CNC. ¿Qué elementos debe contener este código?, Coordenadas de origen del modelo 3D , Resultados del análisis modal, no aplica, Trayectorias velocidades y profundidades de corte,Incorrecto.  Coordenadas de origen del modelo 3D  no es la mejor opción para resolver el caso descrito. Revisa las características de  coordenadas de origen del modelo 3d  y su aplicación práctica.,Incorrecto.  Resultados del análisis modal no es la mejor opción para resolver el caso descrito. Revisa las características de  resultados del análisis modal y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Trayectorias velocidades y profundidades de corte es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no apica,AR2C2,TEM05
PREG047, Caso: Se solicita a los alumnos simular una prueba de carga sobre una estructura de soporte hecha con impresión 3D antes de producirla. ¿Qué permite evitar esta práctica?, Cambiar el diseño sin consultarlo con el cliente,Generar automáticamente planos eléctricos , no aplica, Realizar iteraciones virtuales para reducir errores de diseño,Incorrecto.  Cambiar el diseño sin consultarlo con el cliente no es la mejor opción para resolver el caso descrito. Revisa las características de  cambiar el diseño sin consultarlo con el cliente y su aplicación práctica.,Incorrecto. Generar automáticamente planos eléctricos  no es la mejor opción para resolver el caso descrito. Revisa las características de generar automáticamente planos eléctricos  y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Realizar iteraciones virtuales para reducir errores de diseño es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM05
PREG048, Caso: Un estudiante utiliza un sensor de efecto Hall para medir la velocidad de rotación de un motor DC. ¿Por qué es adecuado este sensor para la aplicación?, Detecta la distancia entre dos superficies,Mide directamente el par del motor , no aplica, Es capaz de detectar campos magnéticos generados por imanes giratorios,Incorrecto.  Detecta la distancia entre dos superficies no es la mejor opción para resolver el caso descrito. Revisa las características de  detecta la distancia entre dos superficies y su aplicación práctica.,Incorrecto. Mide directamente el par del motor  no es la mejor opción para resolver el caso descrito. Revisa las características de mide directamente el par del motor  y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Es capaz de detectar campos magnéticos generados por imanes giratorios es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM06
PREG049, Caso: Se desea detectar la presencia de un objeto metálico en una línea de producción. ¿Qué tipo de sensor es más recomendable? , Sensor capacitivo, Sensor fotoelectrico difuso, no aplica, Sensor inductivo,Incorrecto.  Sensor capacitivo no es la mejor opción para resolver el caso descrito. Revisa las características de  sensor capacitivo y su aplicación práctica.,Incorrecto.  Sensor fotoelectrico difuso no es la mejor opción para resolver el caso descrito. Revisa las características de  sensor fotoelectrico difuso y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Sensor inductivo es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM06
PREG050, Caso: Un alumno conecta un servomotor a una tarjeta de control y programa su posición angular. ¿Qué característica distingue al servomotor en esta aplicación?,  Movimiento continuo sin control de posición, Capacidad de girar indefinidamente sin retroalimentación, no aplica, Control preciso de posición mediante retroalimentación interna,Incorrecto.   Movimiento continuo sin control de posición no es la mejor opción para resolver el caso descrito. Revisa las características de   movimiento continuo sin control de posición y su aplicación práctica.,Incorrecto.  Capacidad de girar indefinidamente sin retroalimentación no es la mejor opción para resolver el caso descrito. Revisa las características de  capacidad de girar indefinidamente sin retroalimentación y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Control preciso de posición mediante retroalimentación interna es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no apica,AR2C2,TEM06
PREG051, Caso: Se requiere controlar la apertura de una válvula proporcional de flujo de agua en un sistema de riego automatizado. ¿Qué tipo de actuador es el más adecuado?, Actuador neumático de doble efecto, Solenoide on/off, no aplica, Actuador eléctrico proporcional,Incorrecto.  Actuador neumático de doble efecto no es la mejor opción para resolver el caso descrito. Revisa las características de  actuador neumático de doble efecto y su aplicación práctica.,Incorrecto.  Solenoide on/off no es la mejor opción para resolver el caso descrito. Revisa las características de  solenoide on/off y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Actuador eléctrico proporcional es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM06
PREG052, Caso: El estudiante necesita detectar el nivel de agua en un depósito con alta precisión. ¿Qué tipo de sensor sería más adecuado?, Sensor inductivo, Sensor de temperatura, no aplica, Sensor de ultrasonido,Incorrecto.  Sensor inductivo no es la mejor opción para resolver el caso descrito. Revisa las características de  sensor inductivo y su aplicación práctica.,Incorrecto.  Sensor de temperatura no es la mejor opción para resolver el caso descrito. Revisa las características de  sensor de temperatura y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Sensor de ultrasonido es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM06
PREG053, Caso: Un prototipo de robot móvil usa sensores infrarrojos para evitar colisiones. ¿Qué limitación tienen estos sensores?,Alta inmunidad al ruido óptico, Bajo costo y buen rendimiento a larga distancia, no aplica,  Precisión limitada en ambientes muy iluminados o con superficies oscuras,Incorrecto. Alta inmunidad al ruido óptico no es la mejor opción para resolver el caso descrito. Revisa las características de alta inmunidad al ruido óptico y su aplicación práctica.,Incorrecto.  Bajo costo y buen rendimiento a larga distancia no es la mejor opción para resolver el caso descrito. Revisa las características de  bajo costo y buen rendimiento a larga distancia y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.   Precisión limitada en ambientes muy iluminados o con superficies oscuras es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM06
PREG054, Caso: Un estudiante conecta un sensor de fuerza (FSR) para activar una alarma cuando se aplique presión.  ¿Qué tipo de señal entrega este sensor?, Señal binaria 0 o 1,  Señal digital PWM, no aplica,  Señal análoga proporcional a la presión,Incorrecto.  Señal binaria 0 o 1 no es la mejor opción para resolver el caso descrito. Revisa las características de  señal binaria 0 o 1 y su aplicación práctica.,Incorrecto.   Señal digital PWM no es la mejor opción para resolver el caso descrito. Revisa las características de   señal digital pwm y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.   Señal análoga proporcional a la presión es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM06
PREG055, Caso: Se implementa un encoder óptico en el eje de un motor. ¿Cuál es la función principal del encoder en este contexto?, Controlar la velocidad mediante variación de voltaje, Medir la temperatura del motor, no aplica, Proporcionar información sobre la posición y velocidad del eje,Incorrecto.  Controlar la velocidad mediante variación de voltaje no es la mejor opción para resolver el caso descrito. Revisa las características de  controlar la velocidad mediante variación de voltaje y su aplicación práctica.,Incorrecto.  Medir la temperatura del motor no es la mejor opción para resolver el caso descrito. Revisa las características de  medir la temperatura del motor y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Proporcionar información sobre la posición y velocidad del eje es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM06
PREG056, Caso: Para accionar una compuerta industrial se selecciona un actuador neumático con control por válvula solenoide. ¿Qué ventaja ofrece este tipo de actuador?, Alta precisión de posicionamiento, Control proporcional mediante señales PWM, no aplica,  Fuerza considerable y rapidez en la respuesta,Incorrecto.  Alta precisión de posicionamiento no es la mejor opción para resolver el caso descrito. Revisa las características de  alta precisión de posicionamiento y su aplicación práctica.,Incorrecto.  Control proporcional mediante señales PWM no es la mejor opción para resolver el caso descrito. Revisa las características de  control proporcional mediante señales pwm y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.   Fuerza considerable y rapidez en la respuesta es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM06
PREG057, Caso: Un estudiante diseña un sistema que detecta el paso de piezas en una banda transportadora y activa un pistón neumático para separar defectuosos. ¿Qué combinación de sensor y actuador es más adecuada?, Sensor capacitivo y motor paso a paso, Sensor de proximidad inductivo y servomotor, no aplica,  Sensor fotoeléctrico y actuador neumático,Incorrecto.  Sensor capacitivo y motor paso a paso no es la mejor opción para resolver el caso descrito. Revisa las características de  sensor capacitivo y motor paso a paso y su aplicación práctica.,Incorrecto.  Sensor de proximidad inductivo y servomotor no es la mejor opción para resolver el caso descrito. Revisa las características de  sensor de proximidad inductivo y servomotor y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.   Sensor fotoeléctrico y actuador neumático es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM06
PREG058, Caso: En un banco de pruebas un alumno debe registrar la variación de temperatura en tiempo real durante el funcionamiento de un motor. ¿Qué componente es necesario para transformar la señal del sensor a un formato que pueda ser digitalizado?, Amplificador operacional, DAC (convertidor digital a analógico), no aplica, Acondicionador de señal,Incorrecto.  Amplificador operacional no es la mejor opción para resolver el caso descrito. Revisa las características de  amplificador operacional y su aplicación práctica.,Incorrecto.  DAC (convertidor digital a analógico) no es la mejor opción para resolver el caso descrito. Revisa las características de  dac (convertidor digital a analógico) y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Acondicionador de señal es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM07
PREG059, Caso: Un sistema de monitoreo de vibraciones requiere registrar datos a frecuencias superiores a 5 kHz. ¿Qué parámetro del sistema de adquisición debe considerarse?, Resolución de 8 bits,Tipo de sensor utilizado,no aplica,Frecuencia de muestreo del ADC,Incorrecto.  Resolución de 8 bits no es la mejor opción para resolver el caso descrito. Revisa las características de  resolución de 8 bits y su aplicación práctica.,Incorrecto. Tipo de sensor utilizado no es la mejor opción para resolver el caso descrito. Revisa las características de tipo de sensor utilizado y su aplicación práctica.,Esta opción no aplica en el contexto del caso descrito.,"Correcto. Frecuencia de muestreo del ADC es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM07
PREG060, Caso: Un estudiante utiliza una tarjeta DAQ para registrar señales de presión temperatura y velocidad en un sistema hidráulico. ¿Qué función cumple el software de adquisición de datos?, Convierte señales analógicas a digitales, Aumenta la resolución del sensor, no aplica,  Almacena visualiza y analiza las señales adquiridas,Incorrecto.  Convierte señales analógicas a digitales no es la mejor opción para resolver el caso descrito. Revisa las características de  convierte señales analógicas a digitales y su aplicación práctica.,Incorrecto.  Aumenta la resolución del sensor no es la mejor opción para resolver el caso descrito. Revisa las características de  aumenta la resolución del sensor y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.   Almacena visualiza y analiza las señales adquiridas es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM07
PREG061, Caso: En un laboratorio un alumno conecta una celda de carga a un sistema DAQ pero los valores registrados son erráticos. ¿Qué puede estar causando este comportamiento?, Uso de un sensor digital en lugar de uno analógico, Baja velocidad de muestreo, no aplica, Falta de un amplificador de instrumentación,Incorrecto.  Uso de un sensor digital en lugar de uno analógico no es la mejor opción para resolver el caso descrito. Revisa las características de  uso de un sensor digital en lugar de uno analógico y su aplicación práctica.,Incorrecto.  Baja velocidad de muestreo no es la mejor opción para resolver el caso descrito. Revisa las características de  baja velocidad de muestreo y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Falta de un amplificador de instrumentación es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM07
PREG062, Caso: Se desea registrar la posición de un eje giratorio a través de un potenciómetro. ¿Qué tipo de señal entrega este sensor al sistema de adquisición?,Señal digital codificada, Pulso cuadrado de frecuencia variable,no aplica,Señal de voltaje variable proporcional a la posición,Incorrecto. Señal digital codificada no es la mejor opción para resolver el caso descrito. Revisa las características de señal digital codificada y su aplicación práctica.,Incorrecto.  Pulso cuadrado de frecuencia variable no es la mejor opción para resolver el caso descrito. Revisa las características de  pulso cuadrado de frecuencia variable y su aplicación práctica.,Esta opción no aplica en el contexto del caso descrito.,"Correcto. Señal de voltaje variable proporcional a la posición es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM07
PREG063, Caso: En una estación de pruebas se usan sensores de corriente y voltaje conectados a una tarjeta DAQ. ¿Qué tipo de análisis puede realizarse con estos datos?,  Análisis de eficiencia térmica,  Determinación de velocidades rotacionales, no aplica, Cálculo de potencia y consumo energético,Incorrecto.   Análisis de eficiencia térmica no es la mejor opción para resolver el caso descrito. Revisa las características de   análisis de eficiencia térmica y su aplicación práctica.,Incorrecto.   Determinación de velocidades rotacionales no es la mejor opción para resolver el caso descrito. Revisa las características de   determinación de velocidades rotacionales y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Cálculo de potencia y consumo energético es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM07
PREG064, Caso: Un alumno conecta un sensor de temperatura tipo termopar directamente al microcontrolador pero no obtiene datos consistentes. ¿Cuál es el error más probable?, Falta de conexión a tierra del microcontrolador, Baja frecuencia de muestreo, no aplica, Falta de acondicionamiento de señal y compensación de unión fría,Incorrecto.  Falta de conexión a tierra del microcontrolador no es la mejor opción para resolver el caso descrito. Revisa las características de  falta de conexión a tierra del microcontrolador y su aplicación práctica.,Incorrecto.  Baja frecuencia de muestreo no es la mejor opción para resolver el caso descrito. Revisa las características de  baja frecuencia de muestreo y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Falta de acondicionamiento de señal y compensación de unión fría es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM07
PREG065, Caso: En un sistema embebido se requiere integrar varios sensores para registrar diferentes variables físicas. ¿Qué estrategia facilita el escalamiento del sistema sin saturar las entradas del microcontrolador?,Uso exclusivo de sensores analógicos, Aumento del número de convertidores DAC,no aplica,Uso de sensores digitales con protocolo I2C o SPI,Incorrecto. Uso exclusivo de sensores analógicos no es la mejor opción para resolver el caso descrito. Revisa las características de uso exclusivo de sensores analógicos y su aplicación práctica.,Incorrecto.  Aumento del número de convertidores DAC no es la mejor opción para resolver el caso descrito. Revisa las características de  aumento del número de convertidores dac y su aplicación práctica.,Esta opción no aplica en el contexto del caso descrito.,"Correcto. Uso de sensores digitales con protocolo I2C o SPI es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM07
PREG066, Caso: Se debe medir el desplazamiento lineal de un pistón neumático. ¿Qué sensor es el más adecuado para esta tarea en términos de instrumentación?, Sensor de efecto Hall,Acelerómetro,no aplica,Sensor LVDT (transformador diferencial variable lineal),Incorrecto.  Sensor de efecto Hall no es la mejor opción para resolver el caso descrito. Revisa las características de  sensor de efecto hall y su aplicación práctica.,Incorrecto. Acelerómetro no es la mejor opción para resolver el caso descrito. Revisa las características de acelerómetro y su aplicación práctica.,Esta opción no aplica en el contexto del caso descrito.,"Correcto. Sensor LVDT (transformador diferencial variable lineal) es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM07
PREG067, Caso: Un equipo de estudiantes implementa un sistema de adquisición de datos con un microcontrolador que recibe señales de un sensor de presión. ¿Qué elemento permite visualizar los datos en tiempo real desde una PC?, Convertidor DAC, Amplificador operacional, no aplica, Comunicación serial mediante protocolo UART,Incorrecto.  Convertidor DAC no es la mejor opción para resolver el caso descrito. Revisa las características de  convertidor dac y su aplicación práctica.,Incorrecto.  Amplificador operacional no es la mejor opción para resolver el caso descrito. Revisa las características de  amplificador operacional y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Comunicación serial mediante protocolo UART es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM07
PREG068, Caso: Un alumno programa un microcontrolador para encender un LED cuando un sensor de presencia detecta movimiento. ¿Cuál estructura de programación es más adecuada para este tipo de lógica?, Ciclo for, Función delay(), no aplica, Condicional if-else,Incorrecto.  Ciclo for no es la mejor opción para resolver el caso descrito. Revisa las características de  ciclo for y su aplicación práctica.,Incorrecto.  Función delay() no es la mejor opción para resolver el caso descrito. Revisa las características de  función delay() y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Condicional if-else es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM08
PREG069, Caso: En un sistema automatizado se requiere que un actuador opere solo si dos sensores detectan condiciones específicas. ¿Qué operación lógica debe usarse en la programación?,OR (||), NOT (!), AND (&&), no aplica,Incorrecto. OR (||) no es la mejor opción para resolver el caso descrito. Revisa las características de or (||) y su aplicación práctica.,Incorrecto.  NOT (!) no es la mejor opción para resolver el caso descrito. Revisa las características de  not (!) y su aplicación práctica.,Incorrecto.  AND (&&) no es la mejor opción para resolver el caso descrito. Revisa las características de  and (&&) y su aplicación práctica.,"Correcto.  no aplica es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM08
PREG070, Caso: Un estudiante usa un sensor ultrasónico para medir distancia y desplegar el resultado en un display LCD. ¿Qué aspecto es esencial para una lectura precisa del sensor?, Control del brillo del LCD,Configuración del contraste del display, no aplica,Conversión del tiempo de eco a distancia,Incorrecto.  Control del brillo del LCD no es la mejor opción para resolver el caso descrito. Revisa las características de  control del brillo del lcd y su aplicación práctica.,Incorrecto. Configuración del contraste del display no es la mejor opción para resolver el caso descrito. Revisa las características de configuración del contraste del display y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto. Conversión del tiempo de eco a distancia es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM08
PREG071, Caso: En un proyecto de control de temperatura el microcontrolador lee un termistor y controla un ventilador mediante PWM. ¿Cuál es el beneficio de usar PWM para este caso?, Aumenta la vida útil del ventilador,Reduce la temperatura medida, no aplica, Permite controlar la velocidad del ventilador de manera eficiente,Incorrecto.  Aumenta la vida útil del ventilador no es la mejor opción para resolver el caso descrito. Revisa las características de  aumenta la vida útil del ventilador y su aplicación práctica.,Incorrecto. Reduce la temperatura medida no es la mejor opción para resolver el caso descrito. Revisa las características de reduce la temperatura medida y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Permite controlar la velocidad del ventilador de manera eficiente es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM08
PREG072, Caso: Se programa un microcontrolador para enviar datos a una computadora por comunicación serial. ¿Qué instrucción es fundamental para este tipo de comunicación?,digitalWrite(),analogRead(),no aplica, Serial.print(),Incorrecto. digitalWrite() no es la mejor opción para resolver el caso descrito. Revisa las características de digitalwrite() y su aplicación práctica.,Incorrecto. analogRead() no es la mejor opción para resolver el caso descrito. Revisa las características de analogread() y su aplicación práctica.,Esta opción no aplica en el contexto del caso descrito.,"Correcto.  Serial.print() es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM08
PREG073, Caso: Un estudiante debe diseñar un sistema que controle un semáforo con tiempos definidos para cada luz. ¿Qué estructura de programación facilita este diseño?, Interrupciones externas, Funciones matemáticas, no aplica, Máquina de estadoos,Incorrecto.  Interrupciones externas no es la mejor opción para resolver el caso descrito. Revisa las características de  interrupciones externas y su aplicación práctica.,Incorrecto.  Funciones matemáticas no es la mejor opción para resolver el caso descrito. Revisa las características de  funciones matemáticas y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Máquina de estadoos es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM08
PREG074, Caso: Un equipo de trabajo programa un microcontrolador que debe atender una señal de emergencia en cualquier momento. ¿Qué técnica de programación permite reaccionar inmediatamente?,Lectura periódica (polling),Delay() entre lecturas,no aplica, Interrupciones,Incorrecto. Lectura periódica (polling) no es la mejor opción para resolver el caso descrito. Revisa las características de lectura periódica (polling) y su aplicación práctica.,Incorrecto. Delay() entre lecturas no es la mejor opción para resolver el caso descrito. Revisa las características de delay() entre lecturas y su aplicación práctica.,Esta opción no aplica en el contexto del caso descrito.,"Correcto.  Interrupciones es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM08
PREG075, Caso: Se implementa un sistema que recibe comandos desde un módulo Bluetooth. ¿Qué estructura de programación facilita interpretar diferentes comandos enviados?,Ciclo while infinito,Declaración de constantes,no aplica,  Estructura switch-case,Incorrecto. Ciclo while infinito no es la mejor opción para resolver el caso descrito. Revisa las características de ciclo while infinito y su aplicación práctica.,Incorrecto. Declaración de constantes no es la mejor opción para resolver el caso descrito. Revisa las características de declaración de constantes y su aplicación práctica.,Esta opción no aplica en el contexto del caso descrito.,"Correcto.   Estructura switch-case es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM08
PREG076, Caso: Un alumno nota que su microcontrolador ejecuta instrucciones lentamente después de varias iteraciones. ¿Qué puede estar ocurriendo?,Baja resolución del ADC,Frecuencia de reloj demasiado alta, no aplica, Acumulación de variables no liberadas en la memoria,Incorrecto. Baja resolución del ADC no es la mejor opción para resolver el caso descrito. Revisa las características de baja resolución del adc y su aplicación práctica.,Incorrecto. Frecuencia de reloj demasiado alta no es la mejor opción para resolver el caso descrito. Revisa las características de frecuencia de reloj demasiado alta y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Acumulación de variables no liberadas en la memoria es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM08
PREG077, Caso: Se desea leer y visualizar datos de un sensor I2C cada segundo. ¿Qué aspecto debe considerarse en la programación?,Calibrar el sensor mediante PWM, Añadir una resistencia de carga al sensor, no aplica, Configurar correctamente la dirección del dispositivo esclavo,Incorrecto. Calibrar el sensor mediante PWM no es la mejor opción para resolver el caso descrito. Revisa las características de calibrar el sensor mediante pwm y su aplicación práctica.,Incorrecto.  Añadir una resistencia de carga al sensor no es la mejor opción para resolver el caso descrito. Revisa las características de  añadir una resistencia de carga al sensor y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Configurar correctamente la dirección del dispositivo esclavo es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM08
PREG178, Caso: Un estudiante modela una pieza con múltiples cavidades en SolidWorks y desea que el mecanizado sea eficiente. ¿Qué función del software CAM debe utilizar para definir el orden y tipo de operación?, Simulación estructural, Análisis térmico, no aplica, Estrategia de maquinado,Incorrecto.  Simulación estructural no es la mejor opción para resolver el caso descrito. Revisa las características de  simulación estructural y su aplicación práctica.,Incorrecto.  Análisis térmico no es la mejor opción para resolver el caso descrito. Revisa las características de  análisis térmico y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Estrategia de maquinado es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM05
